Year,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value,ICD10 Code_fat,ICD10 Diagnosis_fat,Diagnosis Type_fat,Metric_fat,Sex_fat,Value_fat,Method,Sex_smk,16 and Over,16-24,25-34,35-49,50-59,60 and Over
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,277560.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,41486.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,105488.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,12067.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,9366.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,22596.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,30389.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,5732.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,118410.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,65608.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,12055.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,459700.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,163700.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,121300.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,136400.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,18300.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,68500.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,13300.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,19300.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,3700.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,800.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,34100.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,3700.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,4300.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,5900.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,3200.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,6800.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,4700.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,84800.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,31800.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,38600.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,64100.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,7200.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,17000.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,7400.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,11100.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,4900.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,2400.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,12600.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,6900.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,4759706.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,859215.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,750509.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,246349.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,514783.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,671345.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,47124.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,14501.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,20574.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,3722.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,63567.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,9595.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,14510.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,12698.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,3938.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,23681.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,2934.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,52881.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,74755.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,145316.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,184963.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,24327.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,52534.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,9302.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,6011.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,11416.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,13134.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,2249.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,48495.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,16988.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,287000.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,113600.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,62800.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,94000.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,9100.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,41000.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,10500.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,14200.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,27900.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,3200.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,2900.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,2100.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,5200.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,2600.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,41600.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,18600.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,26000.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,46700.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,4100.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,9800.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,5800.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,1600.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,5900.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,2200.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,5600.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,1700.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,5404297.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,703354.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,782189.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,244455.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,378373.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,691319.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,37117.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,5608.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,8349.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,864.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,7083.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,20396.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,5037.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,5614.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,11833.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,5025.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,16455.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,2574.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,55478.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,70664.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,119919.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,92597.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,17159.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,52954.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,2765.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,3355.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,11180.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,17255.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,3483.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,69915.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,48620.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,12055.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,172800.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,50000.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,58500.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,42400.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,9200.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,27500.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,2800.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,5100.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,800.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,6200.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,3100.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,1100.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,1600.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,2100.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,43200.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,13200.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,12600.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,17400.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,3200.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,7200.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,1600.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,5100.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,2700.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,1400.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,7000.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,5200.0,,,,,,,,,,,,,,
1011.5,2532.0,1545.0,30.0,957.0,64552.0,30951.0,1216.0,32385.0,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,
2012.0,,,,,,,,,1057.8,363.1,291.3,192.9,66.2,18702.0,1029378.0,1.8,,,,,,,,,,,,457149.0,,,20.0,22.0,27.0,23.0,21.0,13.0
2012.0,,,,,,,,,1057.8,363.1,291.3,192.9,66.2,18702.0,1029378.0,1.8,,,,,,,,,,,,457149.0,,,22.0,22.0,32.0,25.0,22.0,13.0
2012.0,,,,,,,,,1057.8,363.1,291.3,192.9,66.2,18702.0,1029378.0,1.8,,,,,,,,,,,,457149.0,,,19.0,23.0,23.0,21.0,19.0,12.0
2012.0,,,,,,,,,1057.8,363.1,291.3,192.9,66.2,18702.0,1029378.0,1.8,,,,,,,,,,,,241368.0,,,20.0,22.0,27.0,23.0,21.0,13.0
2012.0,,,,,,,,,1057.8,363.1,291.3,192.9,66.2,18702.0,1029378.0,1.8,,,,,,,,,,,,241368.0,,,22.0,22.0,32.0,25.0,22.0,13.0
2012.0,,,,,,,,,1057.8,363.1,291.3,192.9,66.2,18702.0,1029378.0,1.8,,,,,,,,,,,,241368.0,,,19.0,23.0,23.0,21.0,19.0,12.0
2012.0,,,,,,,,,1057.8,363.1,291.3,192.9,66.2,18702.0,1029378.0,1.8,,,,,,,,,,,,135037.0,,,20.0,22.0,27.0,23.0,21.0,13.0
2012.0,,,,,,,,,1057.8,363.1,291.3,192.9,66.2,18702.0,1029378.0,1.8,,,,,,,,,,,,135037.0,,,22.0,22.0,32.0,25.0,22.0,13.0
2012.0,,,,,,,,,1057.8,363.1,291.3,192.9,66.2,18702.0,1029378.0,1.8,,,,,,,,,,,,135037.0,,,19.0,23.0,23.0,21.0,19.0,12.0
2012.0,,,,,,,,,1057.8,363.1,291.3,192.9,66.2,18702.0,1029378.0,1.8,,,,,,,,,,,,65790.0,,,20.0,22.0,27.0,23.0,21.0,13.0
